Name_1990,Name_2020,AGS_1990,AGS_1991,AGS_1992,AGS_1993,AGS_1994,AGS_1995,AGS_1996,AGS_1997,AGS_1998,AGS_1999,AGS_2000,AGS_2001,AGS_2002,AGS_2003,AGS_2004,AGS_2005,AGS_2006,AGS_2007,AGS_2008,AGS_2009,AGS_2010,AGS_2011,AGS_2012,AGS_2013,AGS_2014,AGS_2015,AGS_2016,AGS_2017,AGS_2018,AGS_2019,AGS_2020
Wiednitz,"Bernsdorf, Stadt",14034450,14034450,14034450,14034450,14095250,14292590,14292590,14292590,14292590,14292590,14292590,14292590,14292590,14292590,14292590,14292590,14292590,14292590,14625620,14625620,14625620,14625620,14625030,14625030,14625030,14625030,14625030,14625030,14625030,14625030,14625030
Bluno,Elsterheide / Halštrowska Hola,14034020,14034020,14034020,14034020,14095020,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120
Geierswalde,Elsterheide / Halštrowska Hola,14034090,14034090,14034090,14034090,14095050,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120
Klein Partwitz,Elsterheide / Halštrowska Hola,14034160,14034160,14034160,14034160,14095080,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120
Nardt,Elsterheide / Halštrowska Hola,14034300,14034300,14034300,14034300,14095140,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120
Neuwiese,Elsterheide / Halštrowska Hola,14034320,14034320,14034320,14034320,14095160,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120
Sabrodt,Elsterheide / Halštrowska Hola,14034340,14034340,14034340,14034340,14095170,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120
Seidewinkel,Elsterheide / Halštrowska Hola,14034360,14034360,14034360,14034360,14095190,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120
Taetzschwitz,Elsterheide / Halštrowska Hola,14034410,14034410,14034410,14034410,14095220,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14292110,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120,14625120
Broethen,"Hoyerswerda / Wojerecy, Stadt",14034030,14034030,14034030,14034140,14095070,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240
"Hoyerswerda, Stadt","Hoyerswerda / Wojerecy, Stadt",14034140,14034140,14034140,14034140,14095070,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240
Knappenrode,"Hoyerswerda / Wojerecy, Stadt",14034170,14034170,14034170,14034170,14095070,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240
Schwarzkollm,"Hoyerswerda / Wojerecy, Stadt",14034350,14034350,14034350,14034350,14095180,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240
Zeissig,"Hoyerswerda / Wojerecy, Stadt",14034480,14034480,14034480,14034480,14095270,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240
Doergenhausen,"Hoyerswerda / Wojerecy, Stadt",14034060,14034060,14034060,14034060,14095040,14292105,14292105,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14264000,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240,14625240
Burg,Spreetal / Sprjewiny Doł,14034040,14034040,14034040,14034040,14095030,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570
Burghammer,Spreetal / Sprjewiny Doł,14034050,14034050,14034050,14034050,14095030,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570
Neustadt,Spreetal / Sprjewiny Doł,14034310,14034310,14034310,14034310,14095150,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570
Spreewitz,Spreetal / Sprjewiny Doł,14034390,14034390,14034390,14034390,14095210,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14292535,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570,14625570
Dubring,"Wittichenau / Kulow, Stadt",14034080,14034080,14034080,14034080,14095260,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640
Hoske,"Wittichenau / Kulow, Stadt",14034130,14034130,14034130,14034130,14095260,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640
Kotten,"Wittichenau / Kulow, Stadt",14034190,14034190,14034190,14034190,14095260,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640
Maukendorf,"Wittichenau / Kulow, Stadt",14034260,14034260,14034260,14034260,14095260,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640
Sollschwitz,"Wittichenau / Kulow, Stadt",14034370,14034370,14034370,14034370,14095260,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640
"Wittichenau, Stadt","Wittichenau / Kulow, Stadt",14034460,14034460,14034460,14034460,14095260,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640
Spohla,"Wittichenau / Kulow, Stadt",14034380,14034380,14034380,14034380,14095200,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14292600,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640,14625640
Gross Saerchen,Lohsa / Łaz,14034110,14034110,14034110,14034110,14095060,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Koblenz,Lohsa / Łaz,14034180,14034180,14034180,14034180,14095090,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Wartha,Lohsa / Łaz,14034430,14034430,14034430,14034430,14095240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292240,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Hermsdorf/Spree,Lohsa / Łaz,14034120,14034120,14034120,14034120,14095130,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Litschen,Lohsa / Łaz,14034240,14034240,14034240,14034240,14095130,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Lohsa,Lohsa / Łaz,14034250,14034250,14034250,14034250,14095130,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Steinitz,Lohsa / Łaz,14034400,14034400,14034400,14034400,14095130,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Weisskollm,Lohsa / Łaz,14034440,14034440,14034440,14034440,14095130,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Baerwalde,Lohsa / Łaz,14034490,14034490,14034490,14034490,14095130,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14292320,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330,14625330
Laubusch,"Lauta, Stadt",14034200,14034200,14034200,14034200,14095100,14292270,14292270,14292270,14292270,14292270,14292270,14292290,14292290,14292290,14292290,14292290,14292290,14292290,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310
"Lauta, Stadt","Lauta, Stadt",14034210,14034210,14034210,14034210,14095110,14292290,14292290,14292290,14292290,14292290,14292290,14292290,14292290,14292290,14292290,14292290,14292290,14292290,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310
Leippe,"Lauta, Stadt",14034220,14034220,14034220,14034220,14095120,14292300,14292300,14292300,14292300,14292300,14292300,14292300,14292300,14292300,14292300,14292300,14292300,14292290,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310,14625310
Moenau,Boxberg/O.L. / Hamor,14034280,14034280,14034280,14034280,14095230,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284020,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060
Uhyst,Boxberg/O.L. / Hamor,14034420,14034420,14034420,14034420,14095230,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284420,14284020,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060
Boxberg,Boxberg/O.L. / Hamor,14053020,14053020,14053020,14053020,14084020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060
Nochten,Boxberg/O.L. / Hamor,14053160,14053160,14053160,14053160,14084020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14284020,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060,14626060
