Name_1990,Name_2020,AGS_1990,AGS_1991,AGS_1992,AGS_1993,AGS_1994,AGS_1995,AGS_1996,AGS_1997,AGS_1998,AGS_1999,AGS_2000,AGS_2001,AGS_2002,AGS_2003,AGS_2004,AGS_2005,AGS_2006,AGS_2007,AGS_2008,AGS_2009,AGS_2010,AGS_2011,AGS_2012,AGS_2013,AGS_2014,AGS_2015,AGS_2016,AGS_2017,AGS_2018,AGS_2019,AGS_2020
Wichmannsdorf,Boitzenburger Land,12046500,12046500,12046500,12073608,12073608,12073608,12073608,12073608,12073608,12073608,12073608,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069,12073069
Beutel,"Templin, Stadt",12046040,12046040,12046040,12073040,12073040,12073040,12073040,12073040,12073040,12073040,12073040,12073040,12073040,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Densow,"Templin, Stadt",12046090,12046090,12046090,12073120,12073120,12073120,12073120,12073120,12073120,12073120,12073120,12073120,12073120,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Gandenitz,"Templin, Stadt",12046130,12046130,12046130,12073184,12073184,12073184,12073184,12073184,12073184,12073184,12073184,12073184,12073184,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Gollin,"Templin, Stadt",12046160,12046160,12046160,12073204,12073204,12073204,12073204,12073204,12073204,12073204,12073204,12073204,12073204,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Gross Doelln,"Templin, Stadt",12046170,12046170,12046170,12073232,12073232,12073232,12073232,12073232,12073232,12073232,12073232,12073232,12073232,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Grunewald,"Templin, Stadt",12046200,12046200,12046200,12073252,12073252,12073252,12073252,12073252,12073252,12073252,12073252,12073252,12073252,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Hammelspring,"Templin, Stadt",12046210,12046210,12046210,12073276,12073276,12073276,12073276,12073276,12073276,12073276,12073276,12073276,12073276,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Herzfelde,"Templin, Stadt",12046240,12046240,12046240,12073288,12073288,12073288,12073288,12073288,12073288,12073288,12073288,12073288,12073288,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Klosterwalde,"Templin, Stadt",12046290,12046290,12046290,12073344,12073344,12073344,12073344,12073344,12073344,12073344,12073344,12073344,12073344,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Petznick,"Templin, Stadt",12046360,12046360,12046360,12073436,12073436,12073436,12073436,12073436,12073436,12073436,12073436,12073436,12073436,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Roeddelin,"Templin, Stadt",12046400,12046400,12046400,12073468,12073468,12073468,12073468,12073468,12073468,12073468,12073468,12073468,12073468,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Storkow,"Templin, Stadt",12046440,12046440,12046440,12073560,12073560,12073560,12073560,12073560,12073560,12073560,12073560,12073560,12073560,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
"Templin, Stadt","Templin, Stadt",12046460,12046460,12046460,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Vietmannsdorf,"Templin, Stadt",12046480,12046480,12046480,12073584,12073584,12073584,12073584,12073584,12073584,12073584,12073584,12073584,12073584,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572,12073572
Flieth,Flieth-Stegelitz,12046100,12046100,12046100,12073156,12073156,12073156,12073156,12073156,12073156,12073156,12073156,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157
Stegelitz,Flieth-Stegelitz,12046430,12046430,12046430,12073540,12073540,12073540,12073540,12073540,12073540,12073540,12073540,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157,12073157
Friedenfelde,Gerswalde,12046110,12046110,12046110,12073168,12073168,12073168,12073168,12073168,12073168,12073168,12073168,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201
Gerswalde,Gerswalde,12046140,12046140,12046140,12073200,12073200,12073200,12073200,12073200,12073200,12073200,12073200,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201
Gross Fredenwalde,Gerswalde,12046180,12046180,12046180,12073240,12073240,12073240,12073240,12073240,12073240,12073240,12073240,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201
Kaakstedt,Gerswalde,12046270,12046270,12046270,12073328,12073328,12073328,12073328,12073328,12073328,12073328,12073328,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201
Krohnhorst,Gerswalde,12046300,12046300,12046300,12073352,12073352,12073352,12073352,12073352,12073352,12073352,12073352,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201,12073201
Friedenfelde,Milmersdorf,12046110,12046190,12046190,12073244,12073244,12073244,12073244,12073244,12073244,12073244,12073244,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396
Milmersdorf,Milmersdorf,12046340,12046340,12046340,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396,12073396
Mittenwalde,Mittenwalde,12046350,12046350,12046350,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404,12073404
Ringenwalde,Temmen-Ringenwalde,12046390,12046390,12046390,12073464,12073464,12073464,12073464,12073464,12073464,12073464,12073464,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569
Temmen,Temmen-Ringenwalde,12046450,12046450,12046450,12073568,12073568,12073568,12073568,12073568,12073568,12073568,12073568,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569,12073569
Babitz,"Wittstock/Dosse, Stadt",12047010,12047010,12047010,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Biesen,"Wittstock/Dosse, Stadt",12047030,12047030,12047030,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
"Wittstock, Stadt","Wittstock/Dosse, Stadt",12047280,12047280,12047280,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Berlinchen,"Wittstock/Dosse, Stadt",12047020,12047020,12047020,12068020,12068020,12068020,12068020,12068020,12068020,12068020,12068020,12068020,12068020,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Christdorf,"Wittstock/Dosse, Stadt",12047060,12047060,12047060,12068068,12068068,12068068,12068068,12068068,12068068,12068068,12068068,12068068,12068068,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Dossow,"Wittstock/Dosse, Stadt",12047070,12047070,12047070,12068100,12068100,12068100,12068100,12068100,12068100,12068100,12068100,12068100,12068100,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Dranse,"Wittstock/Dosse, Stadt",12047080,12047080,12047080,12068104,12068104,12068104,12068104,12068104,12068104,12068104,12068104,12068104,12068104,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Fretzdorf,"Wittstock/Dosse, Stadt",12047100,12047100,12047100,12068128,12068128,12068128,12068128,12068128,12068128,12068128,12068128,12068128,12068128,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
"Freyenstein, Stadt","Wittstock/Dosse, Stadt",12047110,12047110,12047110,12068132,12068132,12068132,12068132,12068132,12068132,12068132,12068132,12068132,12068132,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Gadow,"Wittstock/Dosse, Stadt",12047120,12047120,12047120,12068136,12068136,12068136,12068136,12068136,12068136,12068136,12068136,12068136,12068136,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Goldbeck,"Wittstock/Dosse, Stadt",12047140,12047140,12047140,12068156,12068156,12068156,12068156,12068156,12068156,12068156,12068156,12068156,12068156,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Gross Hasslow,"Wittstock/Dosse, Stadt",12047150,12047150,12047150,12068168,12068168,12068168,12068168,12068168,12068168,12068168,12068168,12068168,12068168,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Herzsprung,"Wittstock/Dosse, Stadt",12047170,12047170,12047170,12068192,12068192,12068192,12068192,12068192,12068192,12068192,12068192,12068192,12068192,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Koenigsberg,"Wittstock/Dosse, Stadt",12047190,12047190,12047190,12068244,12068244,12068244,12068244,12068244,12068244,12068244,12068244,12068244,12068244,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Niemerlang,"Wittstock/Dosse, Stadt",12047220,12047220,12047220,12068328,12068328,12068328,12068328,12068328,12068328,12068328,12068328,12068328,12068328,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Rossow,"Wittstock/Dosse, Stadt",12047240,12047240,12047240,12068368,12068368,12068368,12068368,12068368,12068368,12068368,12068368,12068368,12068368,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Schweinrich,"Wittstock/Dosse, Stadt",12047250,12047250,12047250,12068392,12068392,12068392,12068392,12068392,12068392,12068392,12068392,12068392,12068392,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Sewekow,"Wittstock/Dosse, Stadt",12047260,12047260,12047260,12068404,12068404,12068404,12068404,12068404,12068404,12068404,12068404,12068404,12068404,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Wulfersdorf,"Wittstock/Dosse, Stadt",12047290,12047290,12047290,12068472,12068472,12068472,12068472,12068472,12068472,12068472,12068472,12068472,12068472,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Zempow,"Wittstock/Dosse, Stadt",12047310,12047310,12047310,12068496,12068496,12068496,12068496,12068496,12068496,12068496,12068496,12068496,12068496,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Zootzen,"Wittstock/Dosse, Stadt",12047320,12047320,12047320,12068504,12068504,12068504,12068504,12068504,12068504,12068504,12068504,12068504,12068504,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468,12068468
Ahrensdorf,"Ludwigsfelde, Stadt",12048010,12048010,12048010,12072004,12072004,12072004,12072004,12072004,12072004,12072004,12072004,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
Genshagen,"Ludwigsfelde, Stadt",12048120,12048120,12048120,12072080,12072080,12072080,12072080,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
Groeben,"Ludwigsfelde, Stadt",12048140,12048140,12048140,12072100,12072100,12072100,12072100,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
Kerzendorf,"Ludwigsfelde, Stadt",12048260,12048260,12048260,12072180,12072180,12072180,12072180,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
Loewenbruch,"Ludwigsfelde, Stadt",12048340,12048340,12048340,12072228,12072228,12072228,12072228,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
"Ludwigsfelde, Stadt","Ludwigsfelde, Stadt",12048350,12048350,12048350,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
Siethen,"Ludwigsfelde, Stadt",12048540,12048540,12048540,12072408,12072408,12072408,12072408,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
Wietstock,"Ludwigsfelde, Stadt",12048580,12048580,12048580,12072460,12072460,12072460,12072460,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
Gross Schulzendorf,"Ludwigsfelde, Stadt",12048190,12048190,12048190,12072112,12072112,12072112,12072112,12072112,12072112,12072112,12072112,12072112,12072112,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240,12072240
Blankenfelde,Blankenfelde-Mahlow,12048040,12048040,12048040,12072016,12072016,12072016,12072016,12072016,12072016,12072016,12072016,12072016,12072016,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017
Dahlewitz,Blankenfelde-Mahlow,12048070,12048070,12048070,12072048,12072048,12072048,12072048,12072048,12072048,12072048,12072048,12072048,12072048,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017
Gross Kienitz,Blankenfelde-Mahlow,12048170,12048170,12048170,12072104,12072104,12072104,12072104,12072104,12072104,12072104,12072104,12072104,12072104,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017
Juehnsdorf,Blankenfelde-Mahlow,12048230,12048230,12048230,12072164,12072164,12072164,12072164,12072164,12072164,12072164,12072164,12072164,12072164,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017
Mahlow,Blankenfelde-Mahlow,12048370,12048370,12048370,12072244,12072244,12072244,12072244,12072244,12072244,12072244,12072244,12072244,12072244,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017,12072017
Diedersdorf,Großbeeren,12048080,12048080,12048080,12072064,12072064,12072064,12072064,12072064,12072064,12072064,12072064,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120
Grossbeeren,Großbeeren,12048150,12048150,12048150,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120
Osdorf,Großbeeren,12048440,12048440,12048440,12072320,12072320,12072320,12072320,12072320,12072320,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120,12072120
Gadsdorf,Am Mellensee,12048110,12048110,12048110,12072072,12072072,12072072,12072072,12072072,12072072,12072072,12072072,12072072,12072072,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002
Klausdorf,Am Mellensee,12048280,12048280,12048280,12072188,12072188,12072188,12072188,12072188,12072188,12072188,12072188,12072188,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002
Kummersdorf-Gut,Am Mellensee,12048310,12048310,12048310,12072204,12072204,12072204,12072204,12072204,12072204,12072204,12072204,12072204,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002
Kummersdorf- Alexanderdorf,Am Mellensee,12048320,12048320,12048320,12072208,12072208,12072208,12072208,12072208,12072208,12072208,12072208,12072208,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002
Mellensee,Am Mellensee,12048380,12048380,12048380,12072268,12072268,12072268,12072268,12072268,12072268,12072268,12072268,12072268,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002
Rehagen,Am Mellensee,12048480,12048480,12048480,12072344,12072344,12072344,12072344,12072344,12072344,12072344,12072344,12072344,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002
Sperenberg,Am Mellensee,12048550,12048550,12048550,12072412,12072412,12072412,12072412,12072412,12072412,12072412,12072412,12072412,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002
Saalow,Am Mellensee,12048490,12048490,12048490,12072368,12072368,12072368,12072368,12072368,12072368,12072368,12072368,12072368,12072368,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002,12072002
Glienick,"Zossen, Stadt",12048130,12048130,12048130,12072088,12072088,12072088,12072088,12072089,12072089,12072089,12072089,12072089,12072089,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Horstfelde,"Zossen, Stadt",12048210,12048210,12048210,12072148,12072148,12072148,12072148,12072089,12072089,12072089,12072089,12072089,12072089,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Schuenow,"Zossen, Stadt",12048530,12048530,12048530,12072396,12072396,12072396,12072396,12072089,12072089,12072089,12072089,12072089,12072089,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Kallinchen,"Zossen, Stadt",12048250,12048250,12048250,12072172,12072172,12072172,12072172,12072172,12072172,12072172,12072172,12072172,12072172,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Lindenbrueck,"Zossen, Stadt",12048330,12048330,12048330,12072224,12072224,12072224,12072224,12072468,12072468,12072468,12072468,12072468,12072468,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Wuensdorf,"Zossen, Stadt",12048590,12048590,12048590,12072468,12072468,12072468,12072430,12072468,12072468,12072468,12072468,12072468,12072468,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Wuensdorf,"Zossen, Stadt",12048590,12048590,12048590,12072468,12072468,12072468,12072468,12072468,12072468,12072468,12072468,12072468,12072468,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Naechst Neuendorf,"Zossen, Stadt",12048410,12048410,12048410,12072280,12072280,12072280,12072280,12072280,12072280,12072280,12072280,12072280,12072280,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Nunsdorf,"Zossen, Stadt",12048430,12048430,12048430,12072308,12072308,12072308,12072308,12072308,12072308,12072308,12072308,12072308,12072308,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Schoeneiche,"Zossen, Stadt",12048520,12048520,12048520,12072388,12072388,12072388,12072388,12072388,12072388,12072388,12072388,12072388,12072388,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
"Zossen, Stadt","Zossen, Stadt",12048610,12048610,12048610,12072476,12072476,12072476,12072476,12072476,12072476,12072476,12072476,12072476,12072476,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477,12072477
Grossmachnow,Rangsdorf,12048180,12048180,12048180,12072108,12072108,12072108,12072108,12072108,12072108,12072108,12072108,12072108,12072108,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340
Rangsdorf,Rangsdorf,12048470,12048470,12048470,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340,12072340
"Greifswald, Stadt","Greifswald, Hansestadt",13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13001000,13075039,13075039,13075039,13075039,13075039,13075039,13075039,13075039,13075039,13075039
"Neubrandenburg, Stadt","Neubrandenburg, Stadt",13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13002000,13071107,13071107,13071107,13071107,13071107,13071107,13071107,13071107,13071107,13071107
"Stralsund, Stadt","Stralsund, Hansestadt",13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13005000,13073088,13073088,13073088,13073088,13073088,13073088,13073088,13073088,13073088,13073088
"Wismar, Stadt","Wismar, Hansestadt",13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13006000,13074087,13074087,13074087,13074087,13074087,13074087,13074087,13074087,13074087,13074087
Altenhagen,Altenhagen,13011010,13011010,13011010,13011010,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13052002,13071002,13071002,13071002,13071002,13071002,13071002,13071002,13071002,13071002,13071002
"Altentreptow, Stadt","Altentreptow, Stadt",13011020,13011020,13011020,13011020,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13052003,13071004,13071004,13071004,13071004,13071004,13071004,13071004,13071004,13071004,13071004
Bartow,Bartow,13011030,13011030,13011030,13011030,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13052004,13071006,13071006,13071006,13071006,13071006,13071006,13071006,13071006,13071006,13071006
Breesen,Breesen,13011040,13011040,13011040,13011040,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13071016,13071016,13071016,13071016,13071016,13071016,13071016,13071016,13071016,13071016
Pinnow,Breesen,13011210,13011210,13011210,13011210,13052057,13052057,13052057,13052057,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13052011,13071016,13071016,13071016,13071016,13071016,13071016,13071016,13071016,13071016,13071016
